Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number,Printing_Year,Printing_Month,Processing Time (Days),Quality Control Result (Printing)_Binary,Quality Control Result (Embedding)_Binary,Quality Control Result (Personalization)_Binary,Total QC Passes
Batch_1195,JO_01195,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,36.0,780.0,27.0,753.0,623.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,3.0,Chip_585631,Pass,Pass,Pass,UMTS,Key_7321,Serial_9244,ICCID_537532,Operator_123,Pass,Pass,Pass,Log_84281,PO-0027,2022,1,1,1.0,1,1.0,3.0
Batch_1196,JO_01196,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,15.0,780.0,38.0,742.0,295.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,2.0,Chip_170836,Pass,Pass,Pass,GSM,Key_9615,Serial_4271,ICCID_830126,Operator_111,Pass,Pass,Pass,Log_56165,PO-0028,2022,1,1,1.0,1,1.0,3.0
Batch_1197,JO_01197,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,19.0,780.0,34.0,746.0,423.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,0.0,Chip_151879,Pass,Pass,Pass,GPRS,Key_7737,Serial_7113,ICCID_226292,Operator_119,Pass,Pass,Pass,Log_26037,PO-0029,2022,1,1,1.0,1,1.0,3.0
Batch_1198,JO_01198,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,11.0,780.0,30.0,750.0,498.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_701720,Pass,Pass,Pass,UMTS,Key_1212,Serial_4821,ICCID_251693,Operator_101,Pass,Pass,Pass,Log_71979,PO-0030,2022,1,1,1.0,1,1.0,3.0
Batch_1199,JO_01199,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,33.0,780.0,12.0,768.0,657.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,4.0,Chip_103379,Pass,Pass,Pass,GPRS,Key_4535,Serial_3911,ICCID_931962,Operator_104,Pass,Pass,Pass,Log_99551,PO-0031,2022,1,1,1.0,1,1.0,3.0
Batch_1200,JO_01200,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,47.0,780.0,27.0,753.0,562.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,3.0,Chip_317610,Pass,Pass,Pass,GPRS,Key_3948,Serial_8940,ICCID_745111,Operator_109,Pass,Pass,Pass,Log_24409,PO-0032,2022,1,1,1.0,1,1.0,3.0
Batch_1201,JO_01201,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,33.0,747.0,317.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_309899,Pass,Pass,Pass,UMTS,Key_3431,Serial_8711,ICCID_559035,Operator_142,Pass,Pass,Pass,Log_51564,PO-0033,2022,1,1,1.0,1,1.0,3.0
Batch_1202,JO_01202,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,47.0,733.0,622.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,0.0,Chip_787455,Pass,Pass,Pass,GSM,Key_1171,Serial_2733,ICCID_758125,Operator_107,Pass,Pass,Pass,Log_51325,PO-0034,2022,1,1,1.0,1,1.0,3.0
Batch_1203,JO_01203,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,48.0,780.0,19.0,761.0,533.0,268.0,Match_Good,Pass,Pass,Pass,Fail,2022-01-02 11:41:00,Operator_83,Type2,1.0,Chip_764241,Pass,Pass,Pass,GSM,Key_7312,Serial_3022,ICCID_905923,Operator_126,Pass,Pass,Pass,Log_91485,PO-0035,2022,1,1,1.0,1,1.0,3.0
Batch_1204,JO_01204,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,11.0,780.0,36.0,744.0,448.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,1.0,Chip_607743,Pass,Pass,Pass,GSM,Key_2632,Serial_9344,ICCID_597326,Operator_121,Pass,Pass,Pass,Log_32957,PO-0036,2022,1,1,1.0,1,1.0,3.0
Batch_1205,JO_01205,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,35.0,780.0,21.0,759.0,618.0,268.0,Match_Poor,Pass,Fail,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,0.0,Chip_462618,Pass,Pass,Pass,GSM,Key_7878,Serial_3413,ICCID_528213,Operator_148,Pass,Pass,Pass,Log_52636,PO-0037,2022,1,1,1.0,1,1.0,3.0
Batch_1206,JO_01206,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,35.0,780.0,16.0,764.0,299.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,1.0,Chip_407678,Pass,Pass,Pass,GSM,Key_9532,Serial_1077,ICCID_699432,Operator_110,Pass,Pass,Pass,Log_34129,PO-0038,2022,1,1,1.0,1,1.0,3.0
Batch_1207,JO_01207,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,29.0,780.0,26.0,754.0,427.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,0.0,Chip_439964,Pass,Pass,Pass,GSM,Key_6065,Serial_5719,ICCID_962427,Operator_110,Pass,Pass,Pass,Log_33955,PO-0039,2022,1,1,1.0,1,1.0,3.0
Batch_1208,JO_01208,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,10.0,770.0,477.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,0.0,Chip_276687,Pass,Pass,Pass,UMTS,Key_8114,Serial_1497,ICCID_566701,Operator_101,Pass,Pass,Pass,Log_96518,PO-0040,2022,1,1,1.0,1,1.0,3.0
Batch_1209,JO_01209,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,29.0,780.0,35.0,745.0,628.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_145523,Pass,Pass,Pass,GPRS,Key_5245,Serial_1599,ICCID_375903,Operator_136,Pass,Pass,Pass,Log_32081,PO-0041,2022,1,1,1.0,1,1.0,3.0
Batch_1210,JO_01210,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,20.0,780.0,24.0,756.0,324.0,268.0,Match_Good,Pass,Pass,Pass,Fail,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_237397,Pass,Pass,Pass,UMTS,Key_7107,Serial_9894,ICCID_553714,Operator_103,Pass,Pass,Pass,Log_97057,PO-0042,2022,1,1,1.0,1,1.0,3.0
Batch_1211,JO_01211,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,19.0,780.0,42.0,738.0,396.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,3.0,Chip_945971,Pass,Pass,Pass,GPRS,Key_9881,Serial_7088,ICCID_414424,Operator_135,Pass,Pass,Pass,Log_96852,PO-0043,2022,1,1,1.0,1,1.0,3.0
Batch_1212,JO_01212,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,32.0,780.0,46.0,734.0,246.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_681753,Pass,Pass,Pass,UMTS,Key_7109,Serial_1035,ICCID_991468,Operator_145,Pass,Pass,Pass,Log_11433,PO-0044,2022,1,1,1.0,1,1.0,3.0
Batch_1213,JO_01213,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,46.0,780.0,40.0,740.0,650.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,1.0,Chip_752795,Pass,Pass,Pass,GPRS,Key_5254,Serial_6350,ICCID_488986,Operator_112,Pass,Pass,Pass,Log_58731,PO-0045,2022,1,1,1.0,1,1.0,3.0
Batch_1214,JO_01214,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,28.0,780.0,44.0,736.0,510.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_658946,Pass,Pass,Pass,GPRS,Key_8052,Serial_9944,ICCID_532055,Operator_127,Pass,Pass,Pass,Log_70126,PO-0046,2022,1,1,1.0,1,1.0,3.0
Batch_1215,JO_01215,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,27.0,780.0,10.0,770.0,596.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,0.0,Chip_831642,Pass,Pass,Pass,UMTS,Key_3098,Serial_1489,ICCID_853842,Operator_117,Pass,Pass,Pass,Log_16878,PO-0047,2022,1,1,1.0,1,1.0,3.0
Batch_1216,JO_01216,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,36.0,780.0,17.0,763.0,602.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_452108,Pass,Pass,Pass,GSM,Key_2783,Serial_2318,ICCID_661078,Operator_119,Pass,Pass,Pass,Log_12927,PO-0048,2022,1,1,1.0,1,1.0,3.0
Batch_1217,JO_01217,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,15.0,780.0,21.0,759.0,372.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,1.0,Chip_175661,Pass,Pass,Pass,GPRS,Key_4872,Serial_8209,ICCID_107012,Operator_110,Pass,Pass,Pass,Log_76534,PO-0049,2022,1,1,1.0,1,1.0,3.0
Batch_1218,JO_01218,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,19.0,780.0,28.0,752.0,467.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,3.0,Chip_956752,Pass,Pass,Pass,UMTS,Key_3920,Serial_6795,ICCID_408006,Operator_143,Pass,Pass,Pass,Log_76004,PO-0050,2022,1,1,1.0,1,1.0,3.0
Batch_1219,JO_01219,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,11.0,780.0,34.0,746.0,732.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,2.0,Chip_474529,Pass,Pass,Pass,GPRS,Key_1019,Serial_7977,ICCID_912851,Operator_126,Pass,Pass,Pass,Log_84136,PO-0051,2022,1,1,1.0,1,1.0,3.0
Batch_1220,JO_01220,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,33.0,780.0,41.0,739.0,727.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,0.0,Chip_280728,Pass,Pass,Pass,GSM,Key_1071,Serial_8666,ICCID_114654,Operator_108,Pass,Pass,Pass,Log_62713,PO-0052,2022,1,1,1.0,1,1.0,3.0
Batch_1221,JO_01221,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,47.0,780.0,21.0,759.0,477.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,1.0,Chip_668073,Pass,Pass,Pass,GPRS,Key_3789,Serial_5661,ICCID_643036,Operator_139,Pass,Pass,Pass,Log_28952,PO-0053,2022,1,1,1.0,1,1.0,3.0
Batch_1222,JO_01222,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,22.0,758.0,631.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,1.0,Chip_273914,Pass,Pass,Pass,GSM,Key_3377,Serial_7248,ICCID_346082,Operator_102,Pass,Pass,Pass,Log_14500,PO-0054,2022,1,1,1.0,1,1.0,3.0
Batch_1223,JO_01223,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,37.0,743.0,314.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,2.0,Chip_328981,Pass,Pass,Pass,GPRS,Key_4704,Serial_2428,ICCID_337382,Operator_112,Pass,Pass,Pass,Log_17233,PO-0055,2022,1,1,1.0,1,1.0,3.0
Batch_1224,JO_01224,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,48.0,780.0,10.0,770.0,424.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,3.0,Chip_127118,Pass,Pass,Pass,GSM,Key_1999,Serial_7556,ICCID_523963,Operator_139,Pass,Pass,Pass,Log_53283,PO-0056,2022,1,1,1.0,1,1.0,3.0
Batch_1225,JO_01225,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,11.0,780.0,15.0,765.0,329.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,0.0,Chip_703026,Pass,Pass,Pass,GPRS,Key_2677,Serial_6298,ICCID_706221,Operator_140,Pass,Pass,Pass,Log_65500,PO-0057,2022,1,1,1.0,1,1.0,3.0
Batch_1226,JO_01226,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,35.0,780.0,17.0,763.0,642.0,268.0,Match_Good,Pass,Fail,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,3.0,Chip_586836,Pass,Pass,Pass,GSM,Key_1061,Serial_6977,ICCID_862101,Operator_131,Pass,Pass,Pass,Log_21853,PO-0058,2022,1,1,1.0,1,1.0,3.0
Batch_1227,JO_01227,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,35.0,780.0,13.0,767.0,572.0,268.0,Match_Good,Pass,Pass,Pass,Fail,2022-01-02 11:41:00,Operator_83,Type3,2.0,Chip_485456,Pass,Pass,Pass,GPRS,Key_7322,Serial_1806,ICCID_134468,Operator_129,Pass,Pass,Pass,Log_45202,PO-0059,2022,1,1,1.0,1,1.0,3.0
Batch_1228,JO_01228,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,29.0,780.0,14.0,766.0,545.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,0.0,Chip_352167,Pass,Pass,Pass,UMTS,Key_6837,Serial_1324,ICCID_707855,Operator_108,Pass,Pass,Pass,Log_91256,PO-0060,2022,1,1,1.0,1,1.0,3.0
Batch_1229,JO_01229,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,34.0,746.0,397.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_192856,Pass,Pass,Pass,GPRS,Key_6829,Serial_3171,ICCID_751955,Operator_115,Pass,Pass,Pass,Log_56837,PO-0021,2022,1,1,1.0,1,1.0,3.0
Batch_1230,JO_01230,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,29.0,780.0,31.0,749.0,737.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,3.0,Chip_926468,Pass,Pass,Pass,GSM,Key_1126,Serial_4069,ICCID_318645,Operator_126,Pass,Pass,Pass,Log_80808,PO-0022,2022,1,1,1.0,1,1.0,3.0
Batch_1231,JO_01231,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,20.0,780.0,37.0,743.0,336.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_477432,Pass,Pass,Pass,GSM,Key_4664,Serial_2531,ICCID_143230,Operator_148,Pass,Pass,Pass,Log_30585,PO-0023,2022,1,1,1.0,1,1.0,3.0
Batch_1232,JO_01232,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,19.0,780.0,48.0,732.0,299.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,0.0,Chip_152631,Pass,Pass,Pass,GPRS,Key_7652,Serial_9858,ICCID_471968,Operator_136,Pass,Pass,Pass,Log_29148,PO-0024,2022,1,1,1.0,1,1.0,3.0
Batch_1233,JO_01233,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,32.0,780.0,32.0,748.0,323.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,2.0,Chip_816334,Pass,Pass,Pass,GPRS,Key_2883,Serial_9972,ICCID_343438,Operator_141,Pass,Pass,Pass,Log_11722,PO-0025,2022,1,1,1.0,1,1.0,3.0
Batch_1234,JO_01234,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,46.0,780.0,13.0,767.0,531.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_503431,Pass,Pass,Pass,GPRS,Key_6925,Serial_1278,ICCID_584043,Operator_104,Pass,Pass,Pass,Log_51283,PO-0026,2022,1,1,1.0,1,1.0,3.0
Batch_1235,JO_01235,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,28.0,780.0,13.0,767.0,391.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_652017,Pass,Pass,Pass,GSM,Key_6262,Serial_4648,ICCID_944759,Operator_133,Pass,Pass,Pass,Log_87401,PO-0027,2022,1,1,1.0,1,1.0,3.0
Batch_1236,JO_01236,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,27.0,780.0,30.0,750.0,331.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,1.0,Chip_774196,Pass,Pass,Pass,UMTS,Key_4619,Serial_6339,ICCID_457429,Operator_112,Pass,Pass,Pass,Log_13372,PO-0028,2022,1,1,1.0,1,1.0,3.0
Batch_1237,JO_01237,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,36.0,780.0,46.0,734.0,681.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,0.0,Chip_936731,Pass,Pass,Pass,UMTS,Key_5104,Serial_4317,ICCID_439629,Operator_111,Pass,Pass,Pass,Log_32738,PO-0029,2022,1,1,1.0,1,1.0,3.0
Batch_1238,JO_01238,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,15.0,780.0,11.0,769.0,609.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,2.0,Chip_366503,Pass,Pass,Pass,UMTS,Key_3795,Serial_3638,ICCID_587535,Operator_130,Pass,Pass,Pass,Log_30585,PO-0030,2022,1,1,1.0,1,1.0,3.0
Batch_1239,JO_01239,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,19.0,780.0,16.0,764.0,415.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,1.0,Chip_911666,Pass,Pass,Pass,GSM,Key_2260,Serial_1999,ICCID_141434,Operator_145,Pass,Pass,Pass,Log_80299,PO-0031,2022,1,1,1.0,1,1.0,3.0
Batch_1240,JO_01240,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,11.0,780.0,25.0,755.0,561.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,3.0,Chip_623504,Pass,Pass,Pass,GSM,Key_6941,Serial_8236,ICCID_542319,Operator_126,Pass,Pass,Pass,Log_92956,PO-0032,2022,1,1,1.0,1,1.0,3.0
Batch_1241,JO_01241,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,33.0,780.0,26.0,754.0,731.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,2.0,Chip_549309,Pass,Pass,Pass,UMTS,Key_9336,Serial_4929,ICCID_793332,Operator_130,Pass,Pass,Pass,Log_24828,PO-0033,2022,1,1,1.0,1,1.0,3.0
Batch_1242,JO_01242,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,47.0,780.0,29.0,751.0,468.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,1.0,Chip_396026,Pass,Pass,Pass,UMTS,Key_7136,Serial_1494,ICCID_822679,Operator_136,Pass,Pass,Pass,Log_26352,PO-0034,2022,1,1,1.0,1,1.0,3.0
Batch_1243,JO_01243,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,32.0,748.0,389.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,3.0,Chip_584323,Pass,Pass,Pass,GSM,Key_6715,Serial_6830,ICCID_832227,Operator_133,Pass,Pass,Pass,Log_48852,PO-0035,2022,1,1,1.0,1,1.0,3.0
Batch_1244,JO_01244,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,43.0,737.0,351.0,268.0,Match_Fair,Pass,Pass,Pass,Fail,2022-01-02 11:41:00,Operator_83,Type1,2.0,Chip_326457,Pass,Pass,Pass,GSM,Key_5089,Serial_5976,ICCID_546590,Operator_145,Pass,Pass,Pass,Log_75549,PO-0036,2022,1,1,1.0,1,1.0,3.0
Batch_1245,JO_01245,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,48.0,780.0,20.0,760.0,506.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,1.0,Chip_750131,Pass,Pass,Pass,GSM,Key_2994,Serial_6781,ICCID_108385,Operator_131,Pass,Pass,Pass,Log_97624,PO-0037,2022,1,1,1.0,1,1.0,3.0
Batch_1246,JO_01246,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,11.0,780.0,43.0,737.0,452.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,2.0,Chip_434195,Pass,Pass,Pass,GSM,Key_9818,Serial_5475,ICCID_388724,Operator_102,Pass,Pass,Pass,Log_82643,PO-0038,2022,1,1,1.0,1,1.0,3.0
Batch_1247,JO_01247,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,35.0,780.0,42.0,738.0,570.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_288776,Pass,Pass,Pass,GSM,Key_9667,Serial_7144,ICCID_954116,Operator_115,Pass,Pass,Pass,Log_78801,PO-0039,2022,1,1,1.0,1,1.0,3.0
Batch_1248,JO_01248,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,35.0,780.0,35.0,745.0,320.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,1.0,Chip_385434,Pass,Pass,Pass,GSM,Key_3311,Serial_6213,ICCID_506598,Operator_102,Pass,Pass,Pass,Log_13828,PO-0040,2022,1,1,1.0,1,1.0,3.0
Batch_1249,JO_01249,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,29.0,780.0,11.0,769.0,409.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,4.0,Chip_278509,Pass,Pass,Pass,UMTS,Key_9595,Serial_1066,ICCID_649953,Operator_112,Pass,Pass,Pass,Log_18525,PO-0041,2022,1,1,1.0,1,1.0,3.0
Batch_1250,JO_01250,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,37.0,780.0,32.0,748.0,534.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,1.0,Chip_588928,Pass,Pass,Pass,GSM,Key_5294,Serial_9645,ICCID_872299,Operator_118,Pass,Pass,Pass,Log_30483,PO-0042,2022,1,1,1.0,1,1.0,3.0
Batch_1251,JO_01251,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,29.0,780.0,31.0,749.0,726.0,268.0,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,4.0,Chip_824680,Pass,Pass,Pass,GPRS,Key_1555,Serial_6086,ICCID_544546,Operator_108,Pass,Pass,Pass,Log_87228,PO-0043,2022,1,1,1.0,1,1.0,3.0
Batch_1252,JO_01252,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,20.0,780.0,43.0,737.0,630.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type1,0.0,Chip_520054,Pass,Pass,Pass,GSM,Key_6600,Serial_6124,ICCID_498336,Operator_103,Pass,Pass,Pass,Log_72150,PO-0044,2022,1,1,1.0,1,1.0,3.0
Batch_1253,JO_01253,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,19.0,780.0,24.0,756.0,392.0,268.0,Match_Poor,Pass,Pass,Pass,Fail,2022-01-02 11:41:00,Operator_83,Type3,4.0,Chip_994636,Pass,Pass,Pass,GSM,Key_8626,Serial_1013,ICCID_118466,Operator_135,Pass,Pass,Pass,Log_59331,PO-0045,2022,1,1,1.0,1,1.0,3.0
Batch_1254,JO_01254,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,32.0,780.0,19.0,761.0,391.0,268.0,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,0.0,Chip_449725,Pass,Pass,Pass,UMTS,Key_2140,Serial_6644,ICCID_141743,Operator_133,Pass,Pass,Pass,Log_51923,PO-0046,2022,1,1,1.0,1,1.0,3.0
Batch_1255,JO_01255,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,46.0,780.0,24.0,756.0,408.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,2.0,Chip_325204,Pass,Pass,Pass,UMTS,Key_3806,Serial_4967,ICCID_997522,Operator_131,Pass,Pass,Pass,Log_70015,PO-0047,2022,1,1,1.0,1,1.0,3.0
Batch_1256,JO_01256,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,28.0,780.0,38.0,742.0,538.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type3,3.0,Chip_702289,Pass,Pass,Pass,GSM,Key_4564,Serial_8700,ICCID_865063,Operator_104,Pass,Pass,Pass,Log_86363,PO-0048,2022,1,1,1.0,1,1.0,3.0
Batch_1257,JO_01257,2022-01-01 11:41:00,Operator_43,Metallic Ink,PET,27.0,780.0,32.0,748.0,386.0,268.0,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 11:41:00,Operator_83,Type2,3.0,Chip_826461,Pass,Pass,Pass,GSM,Key_8507,Serial_8102,ICCID_552244,Operator_123,Pass,Pass,Pass,Log_32458,PO-0049,2022,1,1,1.0,1,1.0,3.0
